0x00000000,global_tags
0x0000141C,sound\lsnd\sentinel_roll1
0x0000141D,sound\lsnd\sentinel_grind1
0x0000141E,sound\foot\metal_solid_h3_11
0x0000141F,sound\foot\metal_solid_h3_11
0x00001420,sound\lsnd\concrete_roll1
0x00001421,sound\lsnd\concrete_grind1
0x00001422,sound\lsnd\ice_roll1
0x00001423,sound\lsnd\ice_grind1
0x00001424,fx\material_effects\materials\brittle\glass_breakable_shards
0x00001425,sound\materials\brittle\glass\glass_break_large
0x00001426,0x1426
0x00001427,0x1427
0x00001428,0x1428
0x00001429,0x1429
0x0000142A,0x142A
0x0000142B,0x142B
0x0000142C,sound\prt3\breakable_glasspieces_many01
0x0000142D,0x142D
0x0000142E,shaders\particle_templates\_0_3_0_1_0_0_0_1_0_1
0x0000142F,0x142F
0x00001430,sound\effe\medglass2
0x00001431,0x1431
0x00001432,0x1432
0x00001433,0x1433
0x00001434,sound\lsnd\glass_roll1
0x00001435,sound\lsnd\glass_sliding1
0x00001436,sound\lsnd\blue_plasma1
0x00001437,sound\lsnd\blue_plasma1
0x00001438,sound\lsnd\underbrush_rolling1
0x00001439,sound\lsnd\underbrush_grind1
0x0000143A,fx\material_effects\materials\brittle\glass_thick_breakable_shards
0x0000143B,0x143B
0x0000143C,0x143C
0x0000143D,0x143D
0x0000143E,0x143E
0x0000143F,0x143F
0x00001440,0x1440
0x00001441,0x1441
0x00001442,0x1442
0x00001443,0x1443
0x00001444,0x1444
0x00001445,0x1445
0x00001446,0x1446
0x00001447,fx\water\vehicle_grinding_small
0x00001448,0x1448
0x00001449,sound\lsnd\dirt_grind_lp1
0x0000144A,fx\water\vehicle_rolling_small
0x0000144B,0x144B
0x0000144C,0x144C
0x0000144D,shaders\particle_templates\_3_3_0_0_1_0_1_1_0_1
0x0000144E,0x144E
0x0000144F,0x144F
0x00001450,0x1450
0x00001451,0x1451
0x00001452,0x1452
0x00001453,0x1453
0x00001454,0x1454
0x00001455,0x1455
0x00001456,0x1456
0x00001457,0x1457
0x00001458,0x1458
0x00001459,0x1459
0x0000145A,0x145A
0x0000145B,0x145B
0x0000145C,0x145C
0x0000145D,0x145D
0x0000145E,0x145E
0x0000145F,0x145F
0x00001460,0x1460
0x00001461,0x1461
0x00001462,0x1462
0x00001463,0x1463
0x00001464,sound\lsnd\test1
0x00001465,sound\lsnd\dirt_loop
0x00001466,0x1466
0x00001467,0x1467
0x00001468,shaders\particle_templates\_0_10_0_0_0_0_1_1_0_0
0x00001469,0x1469
0x0000146A,0x146A
0x0000146B,0x146B
0x0000146C,0x146C
0x0000146D,0x146D
0x0000146E,fx\water\vehicle_rolling_chopper
0x0000146F,sound\lsnd\metal_thin_roll1
0x00001470,sound\lsnd\grinding1
0x00001471,sound\foot\gas_can10
0x00001472,sound\lsnd\metal_rattly_roll1
0x00001473,sound\lsnd\metal_thin_grind_lighter1
0x00001474,0x1474
0x00001475,0x1475
0x00001476,0x1476
0x00001477,0x1477
0x00001478,fx\water\explosion_tiny
0x00001479,0x1479
0x0000147A,0x147A
0x0000147B,sound\lsnd\cardboard_roll1
0x0000147C,sound\lsnd\grind_smooth1
0x0000147D,sound\foot\cardboard_hit_small12
0x0000147E,sound\foot\cardboard_hits_med11
0x0000147F,0x147F
0x00001480,sound\lsnd\cardboard_roll1
0x00001481,sound\lsnd\cardboard_gritty_grind1
0x00001482,sound\lsnd\hubcap_scrape1
0x00001483,sound\lsnd\hubcap_scrape1
0x00001484,sound\lsnd\floodflesh_roll1
0x00001485,sound\lsnd\floodflesh_grind1
0x00001486,sound\lsnd\floodflesh_roll1
0x00001487,sound\lsnd\floodflesh_wet_grind1
0x00001488,sound\lsnd\in1
0x00001489,sound\lsnd\loop1
0x0000148A,sound\lsnd\loop1
0x0000148B,0x148B
0x0000148C,sound\lsnd\leafy_tree_loop1
0x0000148D,sound\lsnd\leafy_tree_loop1
0x0000148E,sound\lsnd\in1
0x0000148F,sound\lsnd\loop1
0x00001490,sound\lsnd\loop1
0x00001491,sound\lsnd\roll_soft1
0x00001492,sound\lsnd\roll_soft1
0x00001493,ai\patrol
0x00001494,ai\formations\spawn_tight
0x00001495,ai\formations\spawn_loose
0x00001496,ai\formations\spawn_2_ghost
0x00001497,ai\formations\spawn_single
0x00001498,ai\squad_templates\line_break
0x00001499,ai\squad_templates\campaign
0x0000149A,ai\squad_templates\sq_camp_grunt_solo
0x0000149B,ai\squad_templates\sq_camp_grunt_2
0x0000149C,ai\squad_templates\sq_camp_grunt_3
0x0000149D,ai\squad_templates\sq_camp_4_grunt
0x0000149E,ai\squad_templates\sq_camp_grunt_flak
0x0000149F,ai\squad_templates\sq_camp_grunt_flak_3
0x000014A0,ai\squad_templates\sq_camp_grunt_turret
0x000014A1,ai\squad_templates\sq_camp_grunt_undeployed
0x000014A2,ai\squad_templates\blank
0x000014A3,ai\squad_templates\sq_camp_captain_solo
0x000014A4,ai\squad_templates\sq_camp_captain_grunt_2
0x000014A5,ai\squad_templates\sq_camp_captain_3_grunt
0x000014A6,ai\squad_templates\sq_camp_captain_jackal_2
0x000014A7,ai\squad_templates\sq_camp_captain_jackal_3
0x000014A8,ai\squad_templates\sq_camp_captain_brute_2
0x000014A9,ai\squad_templates\sq_camp_captain_brute_3
0x000014AA,ai\squad_templates\sq_camp_captain_engineer_2
0x000014AB,ai\squad_templates\sq_camp_4_cov
0x000014AC,ai\squad_templates\sq_camp_brute_2
0x000014AD,ai\squad_templates\sq_camp_brute_3
0x000014AE,ai\squad_templates\sq_camp_4_brute
0x000014AF,ai\squad_templates\sq_camp_cap_grunt_eng
0x000014B0,ai\squad_templates\sq_camp_brute_turret
0x000014B1,ai\squad_templates\sq_camp_jetpack_solo
0x000014B2,ai\squad_templates\sq_camp_jetpack_2
0x000014B3,ai\squad_templates\sq_camp_jetpack_3
0x000014B4,ai\squad_templates\sq_camp_jetpack_4
0x000014B5,ai\squad_templates\sq_camp_brute_stealth_2
0x000014B6,ai\squad_templates\sq_camp_brute_stealth_4
0x000014B7,ai\squad_templates\sq_camp_brute_stealth_6
0x000014B8,ai\squad_templates\sq_camp_jackal_solo
0x000014B9,ai\squad_templates\sq_camp_2_jackal
0x000014BA,ai\squad_templates\sq_camp_jackal_3
0x000014BB,ai\squad_templates\sq_camp_jackal_4
0x000014BC,ai\squad_templates\sq_camp_jackal_carbine
0x000014BD,ai\squad_templates\sq_camp_jackal_carbine_2
0x000014BE,ai\squad_templates\sq_camp_jackal_carbine_3
0x000014BF,ai\squad_templates\sq_camp_jackal_carbine_4
0x000014C0,ai\squad_templates\sq_camp_jackal_sniper
0x000014C1,ai\squad_templates\sq_camp_jackal_sniper_2
0x000014C2,ai\squad_templates\sq_camp_jackal_sniper_3
0x000014C3,ai\squad_templates\sq_camp_jackal_sniper_4
0x000014C4,ai\squad_templates\sq_camp_2_bodyguards
0x000014C5,ai\squad_templates\sq_camp_chieftain_hammer
0x000014C6,ai\squad_templates\sq_camp_chieftain_plasma
0x000014C7,ai\squad_templates\sq_camp_chieftain_flak
0x000014C8,ai\squad_templates\sq_camp_1_hunter_flak
0x000014C9,ai\squad_templates\sq_camp_1_hunter_plasma
0x000014CA,ai\squad_templates\sq_camp_hunters
0x000014CB,ai\squad_templates\sq_camp_bugger_pupa_2
0x000014CC,ai\squad_templates\sq_camp_bugger_pupa_4
0x000014CD,ai\squad_templates\sq_camp_bugger_2
0x000014CE,ai\squad_templates\sq_camp_bugger_4
0x000014CF,ai\squad_templates\sq_camp_engineer_free_1
0x000014D0,ai\squad_templates\sq_camp_engineer_1
0x000014D1,ai\squad_templates\sq_camp_engineer_2
0x000014D2,ai\squad_templates\sq_camp_engineer_4
0x000014D3,ai\squad_templates\vehicles
0x000014D4,ai\squad_templates\sq_camp_1_shade
0x000014D5,ai\squad_templates\sq_camp_1_ghost
0x000014D6,ai\squad_templates\sq_camp_2_ghost
0x000014D7,ai\squad_templates\sq_camp_1_chopper
0x000014D8,ai\squad_templates\sq_camp_wraith
0x000014D9,ai\squad_templates\sq_camp_wraith_aa
0x000014DA,ai\squad_templates\sq_camp_1_banshee
0x000014DB,ai\squad_templates\sq_camp_1_banshee_nobomb
0x000014DC,ai\squad_templates\sq_camp_2_banshee_nobomb
0x000014DD,ai\squad_templates\sq_camp_phantom
0x000014DE,ai\squad_templates\sq_camp_phantom_cheap
0x000014DF,ai\squad_templates\sq_camp_phantom_engineer
0x000014E0,ai\squad_templates\sq_camp_warthog
0x000014E1,ai\squad_templates\sq_camp_scorpion_2
0x000014E2,ai\squad_templates\sq_camp_scorpion_full
0x000014E3,ai\squad_templates\survival_mode
0x000014E4,ai\squad_templates\sq_sur_grunt
0x000014E5,ai\squad_templates\sq_sur_covenant
0x000014E6,ai\squad_templates\sq_sur_brute_pack
0x000014E7,ai\squad_templates\sq_sur_brute_jetpack
0x000014E8,ai\squad_templates\sq_sur_brute_stealth
0x000014E9,ai\squad_templates\sq_sur_bugger
0x000014EA,ai\squad_templates\sq_sur_bugger_day
0x000014EB,ai\squad_templates\sq_sur_jackal
0x000014EC,ai\squad_templates\sq_sur_jackal_sniper
0x000014ED,ai\squad_templates\sq_sur_1_hunter
0x000014EE,ai\squad_templates\sq_sur_chieftain
0x000014EF,ai\squad_templates\sq_sur_chieftain_1
0x000014F0,ai\squad_templates\sq_sur_chieftain_hammer
0x000014F1,ai\squad_templates\sq_sur_chieftain_plasma
0x000014F2,ai\squad_templates\sq_sur_chieftain_flak
0x000014F3,ai\squad_templates\sq_sur_phantom
0x000014F4,ai\squad_templates\sq_sur_phantom_cheap
0x000014F5,ai\squad_templates\sq_sur_bonus_round_01
0x000014F7,objects\weapons\pistol\plasma_pistol\plasma_pistol
0x000014F8,objects\weapons\pistol\needler\needler
0x000014F9,objects\weapons\support_high\flak_cannon\flak_cannon
0x000014FB,objects\weapons\turret\plasma_cannon\plasma_cannon
0x000014FE,objects\weapons\rifle\covenant_carbine\covenant_carbine
0x000014FF,objects\weapons\support_low\brute_shot\brute_shot
0x00001500,objects\weapons\rifle\spike_rifle\spike_rifle
0x00001504,objects\weapons\pistol\excavator\excavator
0x00001509,objects\weapons\rifle\beam_rifle\beam_rifle
0x0000150C,objects\weapons\melee\gravity_hammer\gravity_hammer
0x0000150E,objects\weapons\turret\plasma_cannon\plasma_cannon
0x00001516,objects\vehicles\shade\shade
0x00001517,objects\vehicles\ghost\ghost
0x00001518,objects\vehicles\brute_chopper\brute_chopper
0x00001519,objects\vehicles\wraith\wraith
0x0000151A,objects\vehicles\banshee\banshee
0x0000151E,objects\weapons\rifle\assault_rifle\assault_rifle
0x0000151F,objects\vehicles\warthog\warthog
0x00001520,objects\vehicles\scorpion\scorpion
0x00001525,objects\weapons\rifle\plasma_rifle\plasma_rifle
0x0000152E,multiplayer\random_player_names
0x0000152F,multiplayer\team_names
0x00001530,objects\characters\masterchief\mp_masterchief\armor\air_assault
0x00001531,objects\characters\masterchief\mp_masterchief\armor\stealth
0x00001532,objects\characters\masterchief\mp_masterchief\armor\renegade
0x00001533,objects\characters\masterchief\mp_masterchief\armor\nihard
0x00001534,objects\characters\masterchief\mp_masterchief\armor\gladiator
0x00001535,objects\characters\masterchief\mp_masterchief\armor\mac
0x00001536,objects\characters\masterchief\mp_masterchief\armor\shark
0x00001537,objects\characters\masterchief\mp_masterchief\armor\juggernaut
0x00001538,objects\characters\masterchief\mp_masterchief\armor\dutch
0x00001539,objects\characters\masterchief\mp_masterchief\armor\chameleon
0x0000153A,objects\characters\masterchief\mp_masterchief\armor\halberd
0x0000153B,objects\characters\masterchief\mp_masterchief\armor\cyclops
0x0000153C,objects\characters\masterchief\mp_masterchief\armor\scanner
0x0000153D,objects\characters\masterchief\mp_masterchief\armor\mercenary
0x0000153E,objects\characters\masterchief\mp_masterchief\armor\hoplite
0x0000153F,objects\characters\masterchief\mp_masterchief\armor\ballista
0x00001540,objects\characters\masterchief\mp_masterchief\armor\strider
0x00001541,objects\characters\masterchief\mp_masterchief\armor\demo
0x00001542,objects\characters\masterchief\mp_masterchief\armor\orbital
0x00001543,objects\characters\masterchief\mp_masterchief\armor\spectrum
0x00001544,objects\characters\masterchief\mp_masterchief\armor\gungnir
0x00001545,objects\characters\masterchief\mp_masterchief\armor\hammerhead
0x00001546,objects\characters\masterchief\mp_masterchief\armor\omni
0x00001547,objects\characters\masterchief\mp_masterchief\armor\oracle
0x00001548,objects\characters\masterchief\mp_masterchief\armor\silverback
0x00001549,objects\characters\masterchief\mp_masterchief\armor\widow_maker
0x0000154A,objects\characters\masterchief\mp_masterchief\armor\tankmode_human
0x0000154B,objects\characters\masterchief\mp_masterchief\fp_arms\orbital
0x0000154C,objects\characters\masterchief\mp_masterchief\fp_arms\stealth
0x0000154D,objects\characters\masterchief\mp_masterchief\fp_arms\renegade
0x0000154E,objects\characters\masterchief\mp_masterchief\fp_arms\nihard
0x0000154F,objects\characters\masterchief\mp_masterchief\fp_arms\gladiator
0x00001550,objects\characters\masterchief\mp_masterchief\fp_arms\mac
0x00001551,objects\characters\masterchief\mp_masterchief\fp_arms\shark
0x00001552,objects\characters\masterchief\mp_masterchief\fp_arms\juggernaut
0x00001553,objects\characters\masterchief\mp_masterchief\fp_arms\dutch
0x00001554,objects\characters\masterchief\mp_masterchief\fp_arms\chameleon
0x00001555,objects\characters\masterchief\mp_masterchief\fp_arms\scanner
0x00001556,objects\characters\masterchief\mp_masterchief\fp_arms\mercenary
0x00001557,objects\characters\masterchief\mp_masterchief\fp_arms\hoplite
0x00001558,objects\characters\masterchief\mp_masterchief\fp_arms\ballista
0x00001559,objects\characters\masterchief\mp_masterchief\fp_arms\strider
0x0000155A,objects\characters\masterchief\mp_masterchief\fp_arms\demo
0x0000155B,objects\characters\masterchief\mp_masterchief\fp_arms\spectrum
0x0000155C,objects\characters\masterchief\mp_masterchief\fp_arms\gungnir
0x0000155D,objects\characters\masterchief\mp_masterchief\fp_arms\oracle
0x0000155E,objects\characters\masterchief\mp_masterchief\fp_arms\widow_maker
0x0000155F,objects\characters\masterchief\mp_masterchief\fp_body\orbital
0x00001560,objects\equipment\jammer_equipment\jammer_equipment
0x00001561,objects\equipment\powerdrain_equipment\powerdrain_equipment
0x00001562,objects\equipment\invisibility_equipment\invisibility_equipment
0x00001563,objects\equipment\invisibility_equipment\invisibility_vehicle_equipment
0x00001564,objects\equipment\bubbleshield_equipment\bubbleshield_equipment
0x00001565,objects\equipment\superflare_equipment\superflare_equipment
0x00001566,objects\equipment\regenerator_equipment\regenerator_equipment
0x00001567,objects\equipment\tripmine_equipment\tripmine_equipment
0x00001568,objects\equipment\autoturret_equipment\autoturret_equipment
0x00001569,objects\equipment\instantcover_equipment\instantcover_equipment
0x0000156A,objects\equipment\forcedreload_equipment\forcedreload_equipment
0x0000156B,objects\equipment\concussiveblast_equipment\concussiveblast_equipment
0x0000156C,objects\equipment\tankmode_equipment\tankmode_equipment
0x0000156D,objects\equipment\magpulse_equipment\magpulse_equipment
0x0000156E,objects\equipment\hologram_equipment\hologram_equipment
0x0000156F,objects\equipment\reactivearmor_equipment\reactivearmor_equipment
0x00001570,objects\equipment\bombrun_equipment\bombrun_equipment
0x00001571,objects\equipment\armorlock_equipment\armorlock_equipment
0x00001572,objects\equipment\adrenaline_equipment\adrenaline_equipment
0x00001573,objects\equipment\lightningstrike_equipment\lightningstrike_equipment
0x00001574,objects\equipment\scrambler_equipment\scrambler_equipment
0x00001575,objects\equipment\weaponjammer_equipment\weaponjammer_equipment
0x00001576,objects\equipment\ammopack_equipment\ammopack_equipment
0x00001577,objects\equipment\vision_equipment\vision_equipment
0x00001578,objects\equipment\bubbleshield_equipment\bubbleshield_tutorial
0x00001579,objects\equipment\vision_equipment\vision_tutorial
0x0000157A,multiplayer\global_multiplayer_messages
0x0000157B,ui\halox\sandbox_ui\object_properties_menu_values
0x0000157C,objects\weapons\rifle\battle_rifle\battle_rifle
0x0000157D,objects\weapons\rifle\smg\smg
0x0000157E,objects\weapons\pistol\magnum\magnum
0x0000157F,objects\weapons\melee\energy_blade\energy_blade_useless
0x00001580,objects\weapons\rifle\dmr\dmr
0x00001581,objects\weapons\rifle\assault_rifle\assault_rifle_v2
0x00001582,objects\weapons\rifle\assault_rifle\assault_rifle_v4
0x00001583,objects\weapons\rifle\assault_rifle\assault_rifle_v3
0x00001584,objects\weapons\rifle\assault_rifle\assault_rifle_v6
0x00001585,objects\weapons\rifle\battle_rifle\battle_rifle_v1
0x00001586,objects\weapons\rifle\battle_rifle\battle_rifle_v2
0x00001587,objects\weapons\rifle\battle_rifle\battle_rifle_v6
0x00001588,objects\weapons\rifle\dmr\dmr_v2
0x00001589,objects\weapons\rifle\dmr\dmr_v4
0x0000158A,objects\weapons\rifle\dmr\dmr_v3
0x0000158B,objects\weapons\rifle\dmr\dmr_v6
0x0000158C,objects\weapons\rifle\smg\smg_v4
0x0000158D,objects\weapons\rifle\smg\smg_v3
0x0000158E,objects\weapons\rifle\smg\smg_v2
0x0000158F,objects\weapons\rifle\smg\smg_v6
0x00001590,objects\weapons\rifle\plasma_rifle\plasma_rifle_v6
0x00001591,objects\weapons\rifle\covenant_carbine\covenant_carbine_v6
0x00001592,objects\weapons\pistol\excavator\excavator_v6
0x00001593,objects\weapons\pistol\magnum\magnum_v2
0x00001594,objects\weapons\pistol\magnum\magnum_v6
0x00001595,objects\weapons\pistol\plasma_pistol\plasma_pistol_v6
0x00001596,objects\vehicles\mongoose\mongoose
0x00001598,objects\vehicles\hornet\hornet
0x00001599,objects\vehicles\warthog\warthog_snow
0x0000159B,objects\levels\dlc\sidewinder\hornet_lite\hornet_lite
0x0000159D,objects\characters\elite\mp_elite\mp_elite_podium
0x0000159E,objects\weapons\melee\energy_blade\energy_blade
0x0000159F,multiplayer\game_engine_settings
0x000015A0,objects\characters\monitor\monitor_editor
0x000015A1,objects\ui\editor_gizmo\editor_gizmo
0x000015A2,objects\weapons\multiplayer\flag\flag
0x000015A3,objects\weapons\multiplayer\ball\ball
0x000015A4,objects\weapons\multiplayer\assault_bomb\assault_bomb
0x000015A5,objects\multi\models\mp_area_emitter\mp_area_emitter
0x000015A6,multiplayer\in_game_multiplayer_messages
0x000015A7,objects\weapons\grenade\plasma_grenade\plasma_grenade2
0x000015A8,0x15A8
0x000015A9,0x15A9
0x000015AA,sound\mulg\transport
0x000015AB,sound\game_sfx\ui\death_gurgle
0x000015AC,sound\game_sfx\multiplayer\comm_fail
0x000015AD,sound\game_sfx\multiplayer\comm_loop_mp\comm_loop_mp
0x000015AE,sound\game_sfx\multiplayer\countdown_for_respawn
0x000015AF,sound\game_sfx\multiplayer\teleporter_activate
0x000015B0,sound\game_sfx\ui\flag_fail
0x000015B1,objects\weapons\rifle\sniper_rifle\sniper_rifle
0x000015B2,objects\weapons\support_high\spartan_laser\spartan_laser
0x000015B3,objects\weapons\support_high\rocket_launcher\rocket_launcher
0x000015B4,objects\vehicles\warthog\turrets\chaingun\weapon\chaingun_turret
0x000015B5,objects\weapons\turret\machinegun_turret\machinegun_turret
0x000015B6,objects\weapons\turret\machinegun_turret\machinegun_turret_integrated
0x000015B7,objects\weapons\turret\plasma_cannon\plasma_cannon_integrated
0x000015B8,objects\vehicles\warthog\turrets\gauss\weapon\gauss_turret
0x000015B9,objects\vehicles\mauler\anti_infantry\weapon\anti_infantry
0x000015BA,objects\levels\multi\shrine\behemoth\weapon\behemoth_chaingun_turret
0x000015BB,objects\weapons\rifle\battle_rifle\battle_rifle_v4
0x000015BC,objects\weapons\rifle\battle_rifle\battle_rifle_v3
0x000015BD,objects\weapons\rifle\battle_rifle\battle_rifle_v5
0x000015BE,objects\weapons\rifle\dmr\dmr_v1
0x000015BF,objects\weapons\rifle\dmr\dmr_v5
0x000015C0,objects\weapons\rifle\covenant_carbine\covenant_carbine_v4
0x000015C1,objects\weapons\rifle\covenant_carbine\covenant_carbine_v1
0x000015C2,objects\weapons\rifle\covenant_carbine\covenant_carbine_v5
0x000015C3,objects\weapons\rifle\covenant_carbine\covenant_carbine_v2
0x000015C4,objects\weapons\rifle\covenant_carbine\covenant_carbine_v3
0x000015C5,objects\equipment\autoturret\autoturret
0x000015C8,objects\vehicles\banshee\weapon\banshee_bomb
0x000015C9,objects\weapons\support_high\rocket_launcher\projectiles\rocket
0x000015CA,objects\weapons\turret\missile_pod\projectiles\missile_pod_missile
0x000015CB,objects\vehicles\wraith\turrets\mortar\mortar_turret_charged
0x000015CD,objects\weapons\support_low\brute_shot\projectiles\grenade\grenade
0x000015CE,objects\vehicles\hornet\weapon\hornet_missile
0x000015CF,objects\weapons\support_high\flak_cannon\projectiles\flak_bolt\flak_bolt
0x000015D0,objects\equipment\bombrun\projectiles\bombrun_grenade
0x000015D1,objects\equipment\tripmine\tripmine
0x000015D2,objects\equipment\powerdrain\powerdrain
0x000015D3,objects\equipment\superflare\superflare
0x000015D4,objects\equipment\scrambler\scrambler
0x000015D5,objects\equipment\weaponjammer\weaponjammer
0x000015D6,multiplayer\hill\hill
0x000015D7,fx\scenery_fx\explosions\human_explosion_huge\human_explosion_huge
0x000015D8,objects\weapons\multiplayer\assault_bomb\damage_effects\bomb_explosion
0x000015D9,multiplayer\sandbox\cursor_impact
0x000015DA,objects\multi\shaders\koth_shield
0x000015DB,ui\chud\multiplayer_intro\summary_slayer
0x000015DC,ui\chud\multiplayer_intro\summary_oddball
0x000015DD,ui\chud\multiplayer_intro\summary_king
0x000015DE,ui\chud\multiplayer_intro\summary_editor
0x000015DF,ui\chud\multiplayer_intro\summary_vip
0x000015E0,ui\chud\multiplayer_intro\summary_juggernaut
0x000015E1,ui\chud\multiplayer_intro\summary_territories
0x000015E2,ui\chud\multiplayer_intro\summary_infection
0x000015E3,objects\characters\masterchief\mp_masterchief\armor\air_assault
0x000015E4,objects\characters\masterchief\mp_masterchief\armor\air_assault
0x000015E5,0x15E5
0x000015E6,0x15E6
0x000015E7,0x15E7
0x000015E8,0x15E8
0x000015E9,0x15E9
0x000015EA,0x15EA
0x000015EB,0x15EB
0x000015EC,0x15EC
0x000015ED,shaders\shader_templates\_10_3_0_1_1_2_0_0_0_1_0
0x000015EE,0x15EE
0x000015EF,0x15EF
0x000015F0,0x15F0
0x000015F1,shaders\shader_templates\_4_1_0_1_1_2_0_0_0_1_0
0x000015F2,0x15F2
0x000015F3,0x15F3
0x000015F4,0x15F4
0x000015F5,0x15F5
0x000015F6,0x15F6
0x000015F7,shaders\decal_templates\_4_3_0_0_0_0
0x000015F8,0x15F8
0x000015F9,0x15F9
0x000015FA,0x15FA
0x000015FB,0x15FB
0x000015FC,0x15FC
0x000015FD,objects\characters\masterchief\mp_masterchief\armor\stealth
0x000015FE,objects\characters\masterchief\mp_masterchief\armor\stealth
0x000015FF,0x15FF
0x00001600,0x1600
0x00001601,0x1601
0x00001602,0x1602
0x00001603,0x1603
0x00001604,0x1604
0x00001605,0x1605
0x00001606,0x1606
0x00001607,shaders\halogram_templates\_0_10_1_1_0_0_0
0x00001608,0x1608
0x00001609,0x1609
0x0000160A,0x160A
0x0000160B,0x160B
0x0000160C,0x160C
0x0000160D,objects\characters\masterchief\mp_masterchief\armor\renegade
0x0000160E,shaders\halogram_templates\_0_9_1_1_0_0_0
0x0000160F,0x160F
0x00001610,0x1610
0x00001611,0x1611
0x00001612,0x1612
0x00001613,0x1613
0x00001614,0x1614
0x00001615,0x1615
0x00001616,0x1616
0x00001617,0x1617
0x00001618,0x1618
0x00001619,0x1619
0x0000161A,0x161A
0x0000161B,0x161B
0x0000161C,0x161C
0x0000161D,objects\characters\masterchief\mp_masterchief\armor\renegade
0x0000161E,objects\characters\masterchief\mp_masterchief\armor\renegade
0x0000161F,0x161F
0x00001620,0x1620
0x00001621,0x1621
0x00001622,0x1622
0x00001623,0x1623
0x00001624,0x1624
0x00001625,0x1625
0x00001626,0x1626
0x00001627,0x1627
0x00001628,0x1628
0x00001629,0x1629
0x0000162A,0x162A
0x0000162B,0x162B
0x0000162C,0x162C
0x0000162D,0x162D
0x0000162E,0x162E
0x0000162F,0x162F
0x00001630,0x1630
0x00001631,0x1631
0x00001632,0x1632
0x00001633,0x1633
0x00001634,0x1634
0x00001635,0x1635
0x00001636,objects\characters\masterchief\mp_masterchief\armor\nihard
0x00001637,objects\characters\masterchief\mp_masterchief\armor\nihard
0x00001638,0x1638
0x00001639,0x1639
0x0000163A,0x163A
0x0000163B,0x163B
0x0000163C,0x163C
0x0000163D,0x163D
0x0000163E,0x163E
0x0000163F,0x163F
0x00001640,0x1640
0x00001641,0x1641
0x00001642,0x1642
0x00001643,0x1643
0x00001644,0x1644
0x00001645,0x1645
0x00001646,0x1646
0x00001647,0x1647
0x00001648,0x1648
0x00001649,0x1649
0x0000164A,0x164A
0x0000164B,0x164B
0x0000164C,0x164C
0x0000164D,objects\characters\masterchief\mp_masterchief\armor\gladiator
0x0000164E,objects\characters\masterchief\mp_masterchief\armor\gladiator
0x0000164F,0x164F
0x00001650,0x1650
0x00001651,0x1651
0x00001652,0x1652
0x00001653,0x1653
0x00001654,0x1654
0x00001655,0x1655
0x00001656,0x1656
0x00001657,0x1657
0x00001658,0x1658
0x00001659,0x1659
0x0000165A,0x165A
0x0000165B,0x165B
0x0000165C,0x165C
0x0000165D,0x165D
0x0000165E,0x165E
0x0000165F,0x165F
0x00001660,0x1660
0x00001661,0x1661
0x00001662,0x1662
0x00001663,0x1663
0x00001664,objects\characters\masterchief\mp_masterchief\armor\mac
0x00001665,objects\characters\masterchief\mp_masterchief\armor\mac
0x00001666,0x1666
0x00001667,0x1667
0x00001668,0x1668
0x00001669,0x1669
0x0000166A,0x166A
0x0000166B,0x166B
0x0000166C,0x166C
0x0000166D,0x166D
0x0000166E,0x166E
0x0000166F,0x166F
0x00001670,0x1670
0x00001671,0x1671
0x00001672,0x1672
0x00001673,0x1673
0x00001674,0x1674
0x00001675,0x1675
0x00001676,0x1676
0x00001677,0x1677
0x00001678,0x1678
0x00001679,0x1679
0x0000167A,0x167A
0x0000167B,objects\characters\masterchief\mp_masterchief\armor\shark
0x0000167C,objects\characters\masterchief\mp_masterchief\armor\shark
0x0000167D,0x167D
0x0000167E,0x167E
0x0000167F,0x167F
0x00001680,0x1680
0x00001681,0x1681
0x00001682,0x1682
0x00001683,0x1683
0x00001684,0x1684
0x00001685,0x1685
0x00001686,0x1686
0x00001687,0x1687
0x00001688,0x1688
0x00001689,0x1689
0x0000168A,0x168A
0x0000168B,0x168B
0x0000168C,0x168C
0x0000168D,0x168D
0x0000168E,0x168E
0x0000168F,0x168F
0x00001690,0x1690
0x00001691,0x1691
0x00001692,0x1692
0x00001693,0x1693
0x00001694,objects\characters\masterchief\mp_masterchief\armor\juggernaut
0x00001695,objects\characters\masterchief\mp_masterchief\armor\juggernaut
0x00001696,0x1696
0x00001697,0x1697
0x00001698,0x1698
0x00001699,0x1699
0x0000169A,0x169A
0x0000169B,0x169B
0x0000169C,0x169C
0x0000169D,0x169D
0x0000169E,0x169E
0x0000169F,0x169F
0x000016A0,shaders\shader_templates\_10_3_0_1_1_2_9_0_0_1_0
0x000016A1,0x16A1
0x000016A2,0x16A2
0x000016A3,0x16A3
0x000016A4,0x16A4
0x000016A5,0x16A5
0x000016A6,0x16A6
0x000016A7,0x16A7
0x000016A8,0x16A8
0x000016A9,0x16A9
0x000016AA,0x16AA
0x000016AB,0x16AB
0x000016AC,0x16AC
0x000016AD,0x16AD
0x000016AE,0x16AE
0x000016AF,0x16AF
0x000016B0,0x16B0
0x000016B1,0x16B1
0x000016B2,0x16B2
0x000016B3,objects\characters\masterchief\mp_masterchief\armor\dutch
0x000016B4,objects\characters\masterchief\mp_masterchief\armor\dutch
0x000016B5,0x16B5
0x000016B6,0x16B6
0x000016B7,0x16B7
0x000016B8,0x16B8
